title,isbn_10,isbn_13,amazon_url
Rainbow Crow (Reading Rainbow Books),679819428,978-0679819424,https://www.amazon.com/Rainbow-Crow-Dragonfly-Books-Nancy/dp/0679819428/ref=sr_1_76?dchild=1&keywords=Native+American+Children+Books&qid=1620146420&sr=8-76
Children of the Longhouse,140385045,978-0140385045,https://www.amazon.com/Children-Longhouse-Joseph-Bruchac/dp/0140385045/ref=sr_1_77?dchild=1&keywords=Native+American+Children+Books&qid=1620146420&sr=8-77
"Native American Heroes: Osceola, Tecumseh & Cochise",0545467209,978-0545467209,https://www.amazon.com/Native-American-Heroes-Osceola-Tecumseh/dp/0545467209/ref=sr_1_78?dchild=1&keywords=Native+American+Children+Books&qid=1620146420&sr=8-78
The Heart-Shattering Facts about the Trail of Tears - US History Non Fiction 4th Grade | Children's American History,1541911822,,https://www.amazon.com/Heart-Shattering-Facts-about-Trail-Tears-ebook/dp/B0768K3HTN/ref=sr_1_79?dchild=1&keywords=Native+American+Children+Books&qid=1620146420&sr=8-79
"Classified: The Secret Career of Mary Golda Ross, Cherokee Aerospace Engineer",1541579143,978-1541579149,https://www.amazon.com/Classified-Secret-Cherokee-Aerospace-Engineer/dp/1541579143/ref=sr_1_80?dchild=1&keywords=Native+American+Children+Books&qid=1620146420&sr=8-80
Children of the First People: Fresh Voices of Alaska's Native Kids (Children of the Midnight Sun),1513261975,978-1513261973,https://www.amazon.com/Children-First-People-Alaskas-Midnight/dp/1513261975/ref=sr_1_81?dchild=1&keywords=Native+American+Children+Books&qid=1620146420&sr=8-81
Gidjie and the Wolves (Intermediaries),0578630516,978-0578630519,https://www.amazon.com/Gidjie-Wolves-Intermediaries-Tashia-Marie/dp/0578630516/ref=sr_1_82?dchild=1&keywords=Native+American+Children+Books&qid=1620146420&sr=8-82
The Earth under Sky Bear's Feet: Native American Poems of the Land,069811647X,978-0698116474,https://www.amazon.com/Earth-under-Sky-Bears-Feet/dp/069811647X/ref=sr_1_83?dchild=1&keywords=Native+American+Children+Books&qid=1620146420&sr=8-83
DK Eyewitness Books: North American Indian: Discover the Rich Cultures of American Indians from Pueblo Dwellers to Inuit Hun,,978-0756610814,https://www.amazon.com/DK-Eyewitness-Books-American-Discover/dp/0756610818/ref=sr_1_84?dchild=1&keywords=Native+American+Children+Books&qid=1620146420&sr=8-84
The First Fire: A Cherokee Story,1939053277,978-1939053275,https://www.amazon.com/First-Fire-Cherokee-Story/dp/1939053277/ref=sr_1_85?dchild=1&keywords=Native+American+Children+Books&qid=1620146420&sr=8-85
The Chumash: The Past and Present of California's Seashell People (American Indian Life),1515702413,978-1515702412,https://www.amazon.com/Chumash-Present-Californias-Seashell-American/dp/1515702413/ref=sr_1_86?dchild=1&keywords=Native+American+Children+Books&qid=1620146420&sr=8-86
"The Sioux: The Past and Present of the Dakota, Lakota, and Nakota (American Indian Life)",1491450029,978-1491450024,https://www.amazon.com/Sioux-Present-Dakota-Lakota-American/dp/1491450029/ref=sr_1_87?dchild=1&keywords=Native+American+Children+Books&qid=1620146420&sr=8-87
Rimi Hanger Native American Princess Costume American Indian Girl Child Fancy Dress Costume Girls 10-12 Years,,,https://www.amazon.com/Rimi-Hanger-American-Princess-Costume/dp/B07P5XC334/ref=sr_1_88?dchild=1&keywords=Native+American+Children+Books&qid=1620146420&sr=8-88
Native American Art - Art History Books for Kids | Children's Art Books,1541938615,978-1541938618,https://www.amazon.com/Native-American-Art-History-Childrens/dp/1541938615/ref=sr_1_89?dchild=1&keywords=Native+American+Children+Books&qid=1620146420&sr=8-89
Greg's First Adventure in Time (Adventures in Time Book 1),0692310460,,https://www.amazon.com/Gregs-First-Adventure-Time-Adventures-ebook/dp/B00Q3Z32FG/ref=sr_1_91?dchild=1&keywords=Native+American+Children+Books&qid=1620146420&sr=8-91
"Little Turtle, Miami War Chief",,9798738771897,https://www.amazon.com/Little-Turtle-Miami-War-Chief-ebook/dp/B0942ZQBQD/ref=sr_1_93?dchild=1&keywords=Native+American+Children+Books&qid=1620146420&sr=8-93
"Stringing Rosaries: The History, the Unforgivable, and the Healing of Northern Plains American Indian Boarding School Survivors (Contemporary Voices of Indigenous Peoples)",1946163104,978-1946163103,https://www.amazon.com/Stringing-Rosaries-Unforgivable-Contemporary-Indigenous/dp/1946163104/ref=sr_1_94?dchild=1&keywords=Native+American+Children+Books&qid=1620146420&sr=8-94
The Powwow Coloring and Activity Book: Ojibwe Traditions Coloring Book Series,0870208934,978-0870208935,https://www.amazon.com/Powwow-Coloring-Activity-Book-Traditions/dp/0870208934/ref=sr_1_95?dchild=1&keywords=Native+American+Children+Books&qid=1620146420&sr=8-95
We Are Grateful: Otsaliheliga,158089772X,978-1580897723,https://www.amazon.com/Are-Grateful-Otsaliheliga-Traci-Sorell/dp/158089772X/ref=sr_1_96?dchild=1&keywords=Native+American+Children+Books&qid=1620146420&sr=8-96
The Christmas Coat: Memories of My Sioux Childhood,1941813259,978-1941813256,https://www.amazon.com/Christmas-Coat-Memories-Sioux-Childhood/dp/1941813259/ref=sr_1_97?dchild=1&keywords=Native+American+Children+Books&qid=1620146613&sr=8-97
Native American Tales and Legends (Dover Children's Evergreen Classics),486414760,978-0486414768,https://www.amazon.com/American-Legends-Childrens-Evergreen-Classics/dp/0486414760/ref=sr_1_98?dchild=1&keywords=Native+American+Children+Books&qid=1620146613&sr=8-98
The Wampanoag (A True Book: American Indians),,978-0531293089,https://www.amazon.com/Wampanoag-True-Books-Kevin-Cunningham/dp/0531293084/ref=sr_1_99?dchild=1&keywords=Native+American+Children+Books&qid=1620146613&sr=8-99
Native American Coloring Book! Discover This Unique Collection Of Coloring Pages For Adults And Kids,1641938706,978-1641938709,https://www.amazon.com/Native-American-Coloring-Discover-Collection/dp/1641938706/ref=sr_1_100?dchild=1&keywords=Native+American+Children+Books&qid=1620146613&sr=8-100
D Is for Drum: A Native American Alphabet (Sleeping Bear Alphabets),1585362743,978-1585362745,https://www.amazon.com/Drum-Native-American-Alphabet-Books/dp/1585362743/ref=sr_1_101?dchild=1&keywords=Native+American+Children+Books&qid=1620146613&sr=8-101
"Kill the Indian, Save the Man: The Genocidal Impact of American Indian Residential Schools",0872864340,978-0872864344,https://www.amazon.com/Kill-Indian-Save-Man-Residential/dp/0872864340/ref=sr_1_102?dchild=1&keywords=Native+American+Children+Books&qid=1620146613&sr=8-102
The Pueblo (A True Book: American Indians),053129305X,978-0531293058,https://www.amazon.com/Pueblo-True-Books-Kevin-Cunningham/dp/053129305X/ref=sr_1_103?dchild=1&keywords=Native+American+Children+Books&qid=1620146613&sr=8-103
The Native American Herbalist’s Bible: 3 in 1. The Perfect Guide to Discover All the Secrets of the Native American. Theory and Practice. Everything you Need to Know to Heal the Most Common Ailments,1801882622,,https://www.amazon.com/Native-American-Herbalists-Bible-Everything-ebook/dp/B08YP4X4QJ/ref=sr_1_104?dchild=1&keywords=Native+American+Children+Books&qid=1620146613&sr=8-104
Mary Jemison: Native American Captive (Based on a True Story),1250104343,978-1250104342,https://www.amazon.com/Mary-Jemison-Native-American-Captive/dp/1250104343/ref=sr_1_106?dchild=1&keywords=Native+American+Children+Books&qid=1620146613&sr=8-106
Indian Scout Craft and Lore (Native American),0486229955,978-0486229959,https://www.amazon.com/Indian-Scout-Craft-Native-American/dp/0486229955/ref=sr_1_107?dchild=1&keywords=Native+American+Children+Books&qid=1620146613&sr=8-107
Caddo and Comanche (Social Studies Readers),1433350416,978-1433350412,https://www.amazon.com/Caddo-Comanche-Social-Studies-Readers/dp/1433350416/ref=sr_1_108?dchild=1&keywords=Native+American+Children+Books&qid=1620146613&sr=8-108
American Trailblazers: 50 Remarkable People Who Shaped U.S. History,1641526386,978-1641526388,https://www.amazon.com/American-Trailblazers-Remarkable-People-History/dp/1641526386/ref=sr_1_109?dchild=1&keywords=Native+American+Children+Books&qid=1620146613&sr=8-109
Columbus Didn't Discover America: Exposing Myths about Explorers in the Americas (Exposed! More Myths about American History),153823744X,978-1538237441,https://www.amazon.com/Columbus-Didnt-Discover-America-Explorers/dp/153823744X/ref=sr_1_110?dchild=1&keywords=Native+American+Children+Books&qid=1620146613&sr=8-110
"A Child's Introduction to African American History: The Experiences, People, and Events That Shaped Our Country (A Child's Introduction Series)",0316436429,978-0316436427,https://www.amazon.com/Childs-Introduction-African-American-History/dp/0316436429/ref=sr_1_111?dchild=1&keywords=Native+American+Children+Books&qid=1620146613&sr=8-111
"The Girl in the Photograph: The True Story of a Native American Child, Lost and Found in America",1250173647,978-1250173645,https://www.amazon.com/Girl-Photograph-Native-American-America/dp/1250173647/ref=sr_1_112?dchild=1&keywords=Native+American+Children+Books&qid=1620146613&sr=8-112
Fish-Boy: An Inuit Folk Tale,1938164202,978-1938164200,https://www.amazon.com/Fish-Boy-Inuit-Folk-Mike-Blanc/dp/1938164202/ref=sr_1_113?dchild=1&keywords=Native+American+Children+Books&qid=1620146613&sr=8-113
Moonstick: The Seasons of the Sioux (Trophy Picture Books (Paperback)),006,978-0064436199,https://www.amazon.com/Moonstick-Seasons-Trophy-Picture-Paperback/dp/0064436195/ref=sr_1_114?dchild=1&keywords=Native+American+Children+Books&qid=1620146613&sr=8-114
Star Stories: Constellation Tales From Around the World,0762495057,978-0762495054,https://www.amazon.com/Star-Stories-Constellation-Tales-Around/dp/0762495057/ref=sr_1_115?dchild=1&keywords=Native+American+Children+Books&qid=1620146613&sr=8-115
"Red Bird Sings: The Story of Zitkala-Ša, Native American Author, Musician, and Activist",1541578368,978-1541578364,https://www.amazon.com/Red-Bird-Sings-Zitkala-%C5%A0a-American/dp/1541578368/ref=sr_1_116?dchild=1&keywords=Native+American+Children+Books&qid=1620146613&sr=8-116
Southwest Indian Designs Coloring Book (Dover Design Coloring Books),486430421,978-0486430423,https://www.amazon.com/Southwest-Indian-Designs-Coloring-Design/dp/0486430421/ref=sr_1_117?dchild=1&keywords=Native+American+Children+Books&qid=1620146613&sr=8-117
The Inuit (A True Book: American Indians),531293025,978-0531293027,https://www.amazon.com/Inuit-True-Books-American-Paperback/dp/0531293025/ref=sr_1_118?dchild=1&keywords=Native+American+Children+Books&qid=1620146613&sr=8-118
The Miwok (Spotlight on the American Indians of California),1538324695,978-1538324691,https://www.amazon.com/Miwok-Spotlight-American-Indians-California/dp/1538324695/ref=sr_1_120?dchild=1&keywords=Native+American+Children+Books&qid=1620146613&sr=8-120
Who Are the Cherokee Indians? | Native American Books Grade 3 | Children's Geography & Cultures Books,154195307X,978-1541953079,https://www.amazon.com/Who-Are-Cherokee-Indians-Childrens/dp/154195307X/ref=sr_1_121?dchild=1&keywords=Native+American+Children+Books&qid=1620146613&sr=8-121
"Dream Catcher Coloring Book: Native American Dream Catcher & Feather : Large, Stress Relieving ,and Relaxing Coloring Book for Adults. Containing 50 ... Shapes ( dream catcher gifts for women )",,979-8575020493,https://www.amazon.com/Dream-Catcher-Coloring-Book-Containing/dp/B08P7JCZ7R/ref=sr_1_122?dchild=1&keywords=Native+American+Children+Books&qid=1620146613&sr=8-122
I Sang You Down from the Stars,316493163,978-0316493161,https://www.amazon.com/Light-Years-Gary-KINDER/dp/0316493163/ref=sr_1_123?dchild=1&keywords=Native+American+Children+Books&qid=1620146613&sr=8-123
"Dream Catcher Coloring Book For Adults: Native American Dream Catcher & Feather / Designs for Stress Relief and Relaxation , Watercolor Boho Dream Catcher with Wild Cotton Flower and Many More",,979-8737567989,https://www.amazon.com/Dream-Catcher-Coloring-Book-Adults/dp/B092PKRFYT/ref=sr_1_125?dchild=1&keywords=Native+American+Children+Books&qid=1620146613&sr=8-125
"Native American Coloring Book for Kids Ages 4-8: The Very First Americans, Cute Coloring Book of Native American, for Toddlers, Preschoolers & ... American History. (Cute Coloring Books)",,979-8583625963,https://www.amazon.com/Native-American-Coloring-Book-Kids/dp/B08QWL3NM8/ref=sr_1_127?dchild=1&keywords=Native+American+Children+Books&qid=1620146613&sr=8-127
An Indigenous Peoples' History of the United States for Young People (ReVisioning History for Young People),807049395,978-0807049396,https://www.amazon.com/Indigenous-Peoples-History-ReVisioning-American/dp/0807049395/ref=sr_1_128?dchild=1&keywords=Native+American+Children+Books&qid=1620146613&sr=8-128
Northwest Native Arts: Basic Forms (Volume 3),088839506X,978-0888395061,https://www.amazon.com/Northwest-Native-Arts-Basic-Forms/dp/088839506X/ref=sr_1_129?dchild=1&keywords=Native+American+Children+Books&qid=1620146613&sr=8-129
"Native American Coloring Book For Kids: Dreamcatchers, Wolves And Beautiful North American Indian Tribe Designs To Color",,979-8698823216,https://www.amazon.com/Native-American-Coloring-Book-Kids/dp/B08L66TNXP/ref=sr_1_130?dchild=1&keywords=Native+American+Children+Books&qid=1620146613&sr=8-130
Native American Culture for Kids: The English Reading Tree,1520502761,,https://www.amazon.com/Native-American-Culture-Kids-English-ebook/dp/B01MZFMHF2/ref=sr_1_131?dchild=1&keywords=Native+American+Children+Books&qid=1620146613&sr=8-131
The Girl Who Helped Thunder and Other Native American Folktales (Folktales of the World),1402732635,978-1402732638,https://www.amazon.com/Helped-Thunder-Native-American-Folktales/dp/1402732635/ref=sr_1_132?dchild=1&keywords=Native+American+Children+Books&qid=1620146613&sr=8-132
Cradle Me,1595722742,978-1595722744,https://www.amazon.com/Cradle-Me-Debby-Slier/dp/1595722742/ref=sr_1_133?dchild=1&keywords=Native+American+Children+Books&qid=1620146613&sr=8-133
The Powhatan: The Past and Present of Virginia's First Tribes (American Indian Life),151570243X,978-1515702436,https://www.amazon.com/Powhatan-Present-Virginias-Tribes-American/dp/151570243X/ref=sr_1_134?dchild=1&keywords=Native+American+Children+Books&qid=1620146613&sr=8-134
It’s Lumbee Homecoming Y’all! Nakoma’s Greatest Tradition (Lumbee Children Stories),,979-8670596183,https://www.amazon.com/Homecoming-Nakomas-Greatest-Tradition-Children/dp/B08JZRXWGM/ref=sr_1_135?dchild=1&keywords=Native+American+Children+Books&qid=1620146613&sr=8-135
Black Indians: A Hidden Heritage,,978-1442446373,https://www.amazon.com/Black-Indians-William-Loren-Katz/dp/1442446374/ref=sr_1_136?dchild=1&keywords=Native+American+Children+Books&qid=1620146613&sr=8-136
"Native American colorring book: North American Indian Coloring Book for Adults Inspired By Cultures and Styles :Dream Catchers , Wolves, Totem ... (Volume 50)",,979-8741747940,https://www.amazon.com/Native-American-colorring-book-Coloring/dp/B093B6J775/ref=sr_1_137?dchild=1&keywords=Native+American+Children+Books&qid=1620146613&sr=8-137
Native American Clothing: From Moccasins to Mukluks (Native American Cultures),1538208806,978-1538208809,https://www.amazon.com/Native-American-Clothing-Moccasins-Cultures/dp/1538208806/ref=sr_1_138?dchild=1&keywords=Native+American+Children+Books&qid=1620146613&sr=8-138
Children of Native America Today,1570919658,978-1570919657,https://www.amazon.com/Children-Native-America-Today-Ajmera/dp/1570919658/ref=sr_1_139?dchild=1&keywords=Native+American+Children+Books&qid=1620146613&sr=8-139
December's Child: A Book of Chumash Oral Narratives,520040880,978-0520040885,https://www.amazon.com/Decembers-Child-Book-Chumash-Narratives/dp/0520040880/ref=sr_1_140?dchild=1&keywords=Native+American+Children+Books&qid=1620146613&sr=8-140
The Origin of the Milky Way and Other Living Stories of the Cherokee,,,https://www.amazon.com/Origin-Milky-Living-Stories-Cherokee/dp/B00I9MXP1C/ref=sr_1_141?dchild=1&keywords=Native+American+Children+Books&qid=1620146613&sr=8-141
Native American Coloring Book for kids: Designs Inspired by Native American Indians Culture,,979-8724406567,https://www.amazon.com/Native-American-Coloring-Book-kids/dp/B08ZBMR48S/ref=sr_1_142?dchild=1&keywords=Native+American+Children+Books&qid=1620146613&sr=8-142
Navajo Life: A Bilingual Children's Picture Book,1497581451,978-1497581456,https://www.amazon.com/Navajo-Life-Bilingual-Childrens-Picture/dp/1497581451/ref=sr_1_143?dchild=1&keywords=Native+American+Children+Books&qid=1620146613&sr=8-143
The Birchbark House,,978-0786814541,https://www.amazon.com/Birchbark-House-Louise-Erdrich/dp/0786814543/ref=sr_1_144?dchild=1&keywords=Native+American+Children+Books&qid=1620146613&sr=8-144
520 Beautiful Baby Names,,,https://www.amazon.com/Beautiful-Names-Aimee-Leigh-Burmeister-ebook/dp/B09413WSRY/ref=sr_1_149?dchild=1&keywords=Native+American+Children+Books&qid=1620146805&sr=8-149
Native American Pattern Schoolbag Laptop Bag Women Girls Boys Bookbag College Backpack Water Resistant,,,https://www.amazon.com/American-Pattern-Schoolbag-Backpack-Resistant/dp/B08TWQHSG9/ref=sr_1_152?dchild=1&keywords=Native+American+Children+Books&qid=1620146805&sr=8-152
Ancestor Approved: Intertribal Stories for Kids,0062869949,978-0062869944,https://www.amazon.com/Ancestor-Approved-Intertribal-Stories-Kids/dp/0062869949/ref=sr_1_153?dchild=1&keywords=Native+American+Children+Books&qid=1620146805&sr=8-153
Young Native Activist: Growing Up in Native American Rights Movements,1074524748,978-1074524746,https://www.amazon.com/Young-Native-Activist-American-Movements/dp/1074524748/ref=sr_1_154?dchild=1&keywords=Native+American+Children+Books&qid=1620146805&sr=8-154
The Sharing Circle: Stories about First Nations Culture,,978-1551094502,https://www.amazon.com/Sharing-Circle-Stories-Nations-Culture/dp/1551094509/ref=sr_1_155?dchild=1&keywords=Native+American+Children+Books&qid=1620146805&sr=8-155
The Navajo (A True Book: American Indians),0531293041,978-0531293041,https://www.amazon.com/Navajo-True-Books-American-Paperback/dp/0531293041/ref=sr_1_156?dchild=1&keywords=Native+American+Children+Books&qid=1620146805&sr=8-156
The Pale-Faced Lie: A True Story,0997487151,,https://www.amazon.com/Pale-Faced-Lie-True-Story-ebook/dp/B07P1J7P71/ref=sr_1_157?dchild=1&keywords=Native+American+Children+Books&qid=1620146805&sr=8-157
I am Sacagawea (Ordinary People Change the World),0525428534,978-0525428534,https://www.amazon.com/Sacagawea-Ordinary-People-Change-World/dp/0525428534/ref=sr_1_158?dchild=1&keywords=Native+American+Children+Books&qid=1620146805&sr=8-158
